tweet,target
"@pablowbest Hey! Welcome to Twitter! If you've got questions, holler! ",1
@experiment626 thanks for the YouTube link it made me want to ride!! I'll insure my Ducati in May when the weather is nicer  still cold!,1
"@FoOie Have you watch Terminator Salvation? Is it as bad as what the review says? It's not open in the UK until next week, sucky ",0
@MrStrider Its a great morning..er afternoon!  Abt to host open house. How are you today?,1
Vote for Japa Dog bg! last tweet! Most votes at end of weekend wins! ,1
Just woke up to a gorgeous Missouri thunderstorm!  How great for my herbs ,1
too much sun = fried scampi ,0
"Sydney - Volvo - Stationwagon - 1980 - $1,800  - new ad received and will be posted on the HCC site soon ",1
Teddy just rolled from his back to his front for the first time  Now he can do both ways - what a clever!,1
@klovesNkotb ohhh ok i was just wonder lol wasn't sure who was going ,1
"@David_Kaufer LOL  actually, I'm the one that would've drank u under the table...no more of those days! ",1
@weldeiry just curious...solid tumor service or &quot;liquid&quot;?  Hard day either way ,0
Omg twitter. Im only taking two days in college! ,1
@mooozi i know well about it. i'll just make a static page for IE users. no magics for poor IE. ,1
"needs coffee soooo bad, i barely slept 5hours ",0
@philbolsta DIY is definitely the wrong answer. Usually turns out to be a hot mess. ,1
"@s14atdi Oh man, I'm so sorry you're sick, tiger... but I will never stop making fun of you for this statement. You are such a nerd. ",1
"@loveygoo   was a pop rock gig ... i m a sound engineer i usually make the sound on stage for the musicians , so they can entertain you ;)",1
"SMH,, i cnt change my twitpic  i want my cute pics from thursday when i had suppa swagg..",0
I just found out my uncle has cancer...what a day ,0
@zombecca awe thanks!  We're OK - I'm just thankful for the technology that lets me know the odds!  Now I can make informed choices ,1
Ive cancelled my driving lesson because i feel exceptionally sick  bad times,0
So I'm not the only one to cry during &quot;Up&quot;? It was an excellent movie ,1
wwwhat's up.? wwwhat are you doing.?  z.,1
"Oh no, all the OTT happy,positive,world changers,spiritual enlighteners,expert,guru,mentor bullshitters are in. . . Great ",0
What a BEAUTIFUL Day!!!  ,1
I have to stay at my dads house over the weekend. ,0
phineas &amp; ferb rule ,1
@qandrew @photo_journ You're welcome ,1
"@JamesMurphy wow 8 months of emergency funds! Good job on having 5, I gotta try to get to 1 ",0
@Jayde_Nicole It's raining in miami 2 ,0
@Nita2Nyce make me one too! lol ,1
@guyoseary ,0
Hmm what to wear .  Its a really hard thing to decide.,0
@DeadlyDamo i love you more ,1
is getting her hair done tonight  x,1
I'm taking a lemonade break from the yardwork ~ would anyone care to join me for a glass? ,1
"Cinderella is a nickname, my full name is faithful in english  And, of course, DBSK is my forever love",1
@nova937music Aw you always seem so sad! So many of your tweets end with a ,0
"until @Libby_alice mentioned it, i hadn't even thought about the fact that I haven't eaten a thing all day. Now I'm hungry. ",0
@whispersin you read my mind!  {blc+grt&lt;3}[ssc],1
http://twitpic.com/6gleg  birthday holiday!,1
So sadddd oh God these are so hard to deal with. Gimme bit of ur strenght   http://myloc.me/4I06,0
I just woke up  im soooo annoyed cuz i only slept 9 hours and i need more then that,0
"this song needs a bridge, i need to shuffle some stuff around, it doesn't flow ",0
@disgrasian Thanks for the followfriday rec ,1
Missing Aaron like freakin crazy ,0
In doctor's waiting room: walls are covered with illustrated posters on various serious illnesses. Not making me feel better at all ,0
"@Beckyy_M  not good. It rains a lot in Leeds, but today its been really sunny.",0
beach... ,0
@weirdbutawsome heeey  uhm. nothing much. haha. you?,1
Does anyone watch Gossip Girl?  YAY Blair &amp; Nate ,1
Mandi I got a verbal write up on time and attendence ,0
@WahooPooh Love them  #sproutlovers,1
@katediviney LOL! I want toooo but you know ,0
@xrippetox i'm sleeping with Topher tonight. i expect to be home around noon or so. hope you're having fun. ,1
"wow, i accidentally kicked the fridge and got grounded. this sucks reallllllll bad ",0
http://bit.ly/tjP4q  Check that our! ,1
I Just Love Being This Happy! ,1
only got 3 exams left ,1
auch... drop by 4  89. opera.com,0
The neigherbood cat bullies need to leave my sweet Tiger boy alone. He has 2 big holes in his heinie ,0
"wierdfact about me : i can eat a whole string cheese in less than 1min #justayin , yall like how i stole @stephjonesmusic word lOl ",1
im so sad about jon n kate. Those poor kids ,0
I really bored at work and it's really hot aswell! Not fun ,0
"let's go yankees!  almost summer, 2 more weeks!",1
"@jtpowers61 Yep! My Boy Boss is following me, and YOU too!  I totally have to stop tweeting now huh!  ",1
"@MelanieLakin Google search: European minks, so cute but endangered ",0
is at home with a bad case of the POISON OAK!!!!! ,0
"man, I miss almost everything good music show! ",0
"Maaaaan Seattle, where'd you put all that sunshine?  I am not liking this overcast crap.",0
Apt looks less like death  I lose pts for being a slacker last week.  Time for a walk,1
"@DaveMcKean Sorry to hear that. Nasty. Hope replacement is easy. Went for dinner last week, needed a new phone and camera before dessert ",0
@jjsanderson phew! Glad you made it! Oops about nothing but pretzels  see you soon!,0
"@VentnorBlog thanks, I forgot about &amp; quot ; ",1
@handpecked It sucks dude... I woke up all early and shit to start prepping and its just non-stop rain. Weather Channel is depressing ,0
Spinoza Lyceum don't want me  Now I have to search for a new school or something...,0
"@KarlaWraight the bloody box didn't tape right, I'm gonna have to watch it on iplayer ",0
@nicoleheyward hey i just saw this.  you are funny!  what is it?  it says page doesn't exist.  ,1
This is Mother's Day !! I'm going to buy some roses for my mommy with my sister ,1
white people singing gospel ,1
"@arthurcvanwyk  HAHA but it is funny that after 5 generations the name still is there, the man are name holder so good for the Dutch name ",1
"boy has chickenpox, for crying out loud!!! only just got my daughter well and back to school ",0
Fogo de Chao for Father's Day?  I think so.  http://bit.ly/1aFolK,1
WOOP! Star Trek at 10:30! DON'T Spoil it for me ,1
"Love at first sight is possible, but it pays to take a second look. ",1
@abrowngirl we have size 2-4...not sure if i can help if you're a size 0 ,1
"@paulinaPsales ~ watch the WHOLE freakin SERIES! but i know how it started and it ends, so, i'll just watch it all over again. ",1
"@choochoobear Been a few years since I went, but they still sold them last time I was through... expensive though. ",0
7th for $1600 ,0
"wipeout=hillarious, to bad you have to live in cali to go on it. ",0
@gavinmusic Looks like youll be getting it tomorrow they say rain here ,0
is buggered!wish i could sleep! ,0
I'm officially going to bed! Goodnight ,1
@lukepasqualino 2010?? That's a long time from now.  have you guys started filming? I'm way too excited for series 4!,0
i tried to call my best friend.... but shes thaking a shower right now... ,1
@thehungrycoder otaw hoyechilo Dhk te... cold bristi r aag porjonto... ,0
No Saturday classes please ,0
"is so excited for Demi, Kelly Clarkson, Jonas, Honor Society and Jordin Sparks in August. &amp; *hopefully* No Doubt &amp; Paramore in July! ",1
@hartluck i was there.. but i left just after 4pm  lol how funny lol,0
@MacYourselfhome   I would kill for special powers!  So I'm with you!  What a rip off ,0
@Impala_Guy Maybe we will meet later again my friend - would luv too )) Iï¿½m still at the office and have a lot of work ,0
@McFLYFan_Katie Just gunna have some breakieee  what about youu? xx,1
"@mayatrix Thanx Maya, But its still bit out of my budget. There are no festivals near for a good bargain price ",0
im so bored grrr have a test soon fuck ,0
"@therealTiffany 'without love, life is like my mother on a diet' :p...my fave musical ever ",1
Leo Carillo Beach and WIll Rogers State Park are on the list of State Parks that might close      http://tinyurl.com/lhq8gs,0
Back to making some html pages with with only inline CSS for a customer ,0
is pathetically sad that all my friends left gainesville today... and aren't coming back ,0
has to go get a dead rat for the new pet snake today  oh the joy,0
saddd  RIP Nana &lt;3..... iloveyou; Matt Anderson &lt;333333333,0
So apparently the financial district is busy in Boston. So I failed to get lunch ,0
"@hootsuite just your slowness the other day, which you aknowledged &amp; rapidly fixed. You guys rock! Now just need an iPhone app. ",1
http://twitpic.com/6rlfu - Who knew bikers were fond of DD bright &amp; early in the AM? ,1
@mobbsey   maybe some subtle attributions about where your ideas are from when they come off Twitter could help?,0
Bloodwork hurt my arm ,0
Ho ho hopefully...i suddenly miss xmas 08. ,0
Good morning. Still trying to figure out this new iPod. Not ready for my exam. ,0
- i miss mikey ,0
"just got home from ralphs, walmart, and omegas house to help her feel better.  SATs tomorrrrow! ",0
"when people change into something better, something even more beautiful than before, i can't help but smile ",1
@AlaskaPhotos Thank you for the #followfriday! ,1
I'm really sucky at updating twitter. ,0
coming down with whatever's going around the house. It's not very fun. There's at least five of us with it. ,0
Need to re-apply chapstick!! Lips getting dry ,0
@ItsChelseaStaub Sheesh....Way to give me a shout back ,0
Received a nice compliment today when someone called me &quot;high heeled and low maintenance&quot;. ,1
Had popeye's chicken for lunch and I swear there was more greese than chicken in there ,0
I feel like shit. ,0
@RealBillBailey watch'in ,1
watching skins and mitchell davis' videos on youtube. ,1
TGIF! going to see both Terminator Salvation &amp; Night @ Museum 2 today...will give tweet review later. ,1
"@AttitudeE hahahaha... U crazy!!! U cooking 2day??? Ayo, I'm starvinggggggg ",0
@justconcentrate Hopefully this year. Still no news about the visa ,0
Pretty Amazing  Watching a little ESPN before bedtime. Grr work in the morning.,1
end-of-the-year dodgeball and poool party yesterday ,1
am i THAT disgusting??? stupid husband wont even make love to me!!! ,0
Just played netball against a very rough team. We lost ,0
@txheadshots Flattered.  Thx.,1
just bought lluisruscalleda.name ,1
"At Revoluion, about to watch Ms. Bebe Zahara Benet perform ",1
@sdhintz Thanks for quoting my story! ,1
@LindsayRo Yesss! Go Out. Its Friday Night. ,1
@da_Goat I guess so....go drink some warm milk lol ,1
Just been to see Coraline in 3D. Very good fun. You can always trust a cat ,1
"@vanessaq Ha ha Rob Heubel's the man. Funny, I'm a stoner too and I have ADHD. Matchmadeinheaven. ",1
I'm SOOO full of joy today that I can barely contain myself &amp; I haven't even had any Dr. Pepper yet!  Thankful &amp; grateful for so much! ,1
@samnzed I can't believe they took it w/o a tow sign.  Not cool.  At least it's back.  Chicago = $170 to park ,0
@pipper12 I'll prob see my friend again but we will no longer live together.  He's now in Denver and I am still in NYC. ,0
@msemilyb Only solution: turn of the pc ,1
"@DHughesy i dont know about safe - but sexercise is always good when cold, rainy and maybe dark ",1
...weather today. Going out for lunch with my mummy and then going to the orthodontist. Great. I'm starting to really love study leave ,1
drove 1hr just then ,1
@EvilJuice its too late  im jeelus,0
my cousin toby died last night  i dont think i can handle anymore dieing this year ,0
@bogvampwhoppit very grey here in Cheshire too ,0
Another night playing Rainbow Six:Vegas 2.  actually did some deathmatch and i managed to win one round  using a MP5N  Submachinegun  ,1
Have let wife have the laptop; she's found it has games  No more more tweeting during the match sadly,0
back from the party- very sleepy now ,0
Someone entertain me because @DonoDollars aint doing it lmaoo ,0
I got my Monroe piercing today.  ,1
why is big brother coming on at 10 today ? i have school man my dad will send me to bed at half past ,0
@aftonmichelle   http://twitpic.com/6v6tm,0
planned a reunionpicknick with all the mommy's and baby's from pregnancy gymnastics yesterday in the park... it rained all day. ,0
@pob34 tis okai dad it what sons are for ,1
Is frustrated with the fukn dump truck and stupid ass drivers. I wish my baby was here. ,0
"mmmmmm, late night Brusters ice cream! om nom nom nom ",1
going to bed ,1
I can't belive the person who voiced Mickey for the last 30 years has died ,0
"@ZimmerJohn I could not attend this year, my son came down with whopping cough, so I had to stay home. ",0
@_supernatural_ No problem  and thanks for mine later!! x,1
@Anime81 Awww!! aren't you the sweetest thing ever?!  Thank you!! hehe Woo woo 1800!!,1
"Updating all the Perl modules on my workstation. Perl before swine flu, I say!  via @znmeb",1
@gargamit100 laugh at your win this time; next time some junior will give you far more to chew on than you imagined ,1
my webcam died ,0
In illinois about an hour away from stl woot woot  pure adrenaline ready for my babies,1
"I wish Federer had a Twitter, I really do. ",0
"I am SO gonna have to take some Ambien, sleep does NOT seem capable when you are THIS excited!  TOMORROW PEOPLE! TOMORROW!!! HUGS!!!",1
"enjoying a lil tv after 2 very long days... also loving the new arrangement in my living room, it all feels so brand new again ",1
Before the Storm is my least favorite song. Miley ruined it ,0
"Yeeeay, glad to meet my luvly beautiful sist'  miss her a lot! Hey, rambutnya kok di copot siy?? http://myloc.me/1XwP",1
I want to go to sleep but youtube is being slow ,0
@TehStalker when i get my own line of cars I'll buy you a life time supply of free... Food ,1
@chareh Sick day!? Aww no that's no fun ,0
@DMVSoul nothin ,0
@cocoward im in a shitty mood :| blahblah OM NOM ,1
had the BEST time at sixxx flagsss  sleeping overs kenz's again ,1
@CraziihBabeh  ich guck das grad ,1
The man himself  #gadgetshowlive  http://twitpic.com/3l9gf,1
"@calebftsk http://twitpic.com/6etif - Because they're trying to oppress us more, so they try to make you wait unnecessarily. ",1
@tommcfly can't you write a song without your guitar? i thought you could  look for something to do!,0
Movie night: watching Falling Down. I think some days I feel a psycho little like that...but just on the INSIDE ,1
Never let @wopasaurus touch your back. He will destroy it.  I hurt.,0
have yet to start this paper due tonight. i have no motivation ,0
@goddessgreeneye i know but it will make us all watch the awards on sunday! lol..i want to shower and there is no water! ,0
"@frichiela OH YESS JOSH DUHAMEL IS HOTT! i still haven't watched transformers 2, though ",0
"@QueenOfFinland i know hun, very sad    ... great to see you back though xx",0
My love is finally home.. Now I can fall asleep ,1
so so full! raleigh is killing me lol had Q Shack for dinner then had a carmachinno from ben and jerrys! ahh so full! ,1
 no Insomnia tonight!! yey!!,1
@therealpnut No body to scoop u up. ,0
"will be engaged with textbooks, pc, and dictionaries this week  finals oh finalss",0
Ugh...presentation today...something tells me I'm not prepared ,0
At the mall with my girls. ,1
"Sao mu` met the khong biet, lam mai~ ma` khong xong de tai ",0
@jordanknight wanna hear weird  my 10 yr old kacie was askn me what you guys mean by saying &quot;ima give you some grown man&quot;!! LOL,1
@officialcharice Chase...Tell me you didn't see my video?'coz if you didn't...I'm the happiest girl ALIVE.Lol. JK. ,1
Up early. Sad about lebron ,0
@jjaime  This one isn't being aired here. ,0
@atlantisjackson well i can't read ANYTHING Already posted.  i really want to but if mom saw it it would not be good. Lol,0
"@AmMarvellous I'm sorry things are so rubbish for you right now  Will carry on praying, but I really have to go - lots to do today! Love x",0
"@androidtomato can't decide if i want dimples, arms, tushy.. .hair, all of it. just all of it... ",1
"@tdickinson Davison was 29, Sutton 19, those add to 48. Smith 26, Gillan 21, those add to 47. Close enough. ",1
chatting do send the time flying! ,1
DONE--IT'S SUMMER!!! ,1
"mmm okay Im up, semi awake and ready for a full day of studying for my exam tomorrow  Hope I make the most of it...",0
@paulmerriwether My day is in Kuwait  but I can't wait to call him and tell him I love him!,0
"Well, darn. I'm not going to be an extra in the filming at Nats Park since I won't be available Saturday June 13th  Dreams. shattered.",0
is not gonna settle for anything less than butterflies ,1
in class BORED! ,0
Tonto and wera.. luv u both.. u really make me happy!! ,1
Just me. ,1
@leanne_x Critical Thinking! Its the worst ever ,0
This is so '06 but... Fuck AWAs. ,0
"Although I can't spend it with him, I sent him and email with a poem. I miss him so much... ",0
I'm 5% less stressed that earlier with breaking dawn! Gosh! Its gna be anothe 5 chapters before I'm ok! I think? Missing Ikeeyy!  nighty,0
Shhhhh...a secret. I'm heading out to the store to get veggies for a juice fast/feast.  Hehe...,1
my tummy is aching ,0
@mileycyrus i had 2 beg my mom SOOO much to take me!!! she said it was too much money  i hope u have an AWESOME time tho!! i love u miley!,0
Damed I missed the Train and it's raining  http://twitpic.com/7gp8l,0
@bradiewebbstack haha lol  ur gonna say happy birthday to my friend sarah when i see you on the 10th of july  and then shes gonna die!!,1
"is watching Harold and Kumar Escape to Guantanamo Bay with Matt, Danny, and J.J. ",1
"update: cousin has to have surgery either tonight or tomorrow. appendicitis is fun, guys. ",0
"Another monday at the office, that weekend was way to short.. trying to find a hard disk here ",0
@Mcpattz not into video games...it's not my thing at all. ,1
"@lizconno Ooo, awe we have been missing u ",0
missin' the good ol' days.. ,0
@RaulDore contrast is slightly nasty on that site ,0
@buddhawong you just found ooooout ?  imy by the way ! hahaah,0
"@AndreaAnglin I know...I know...but you have to admit, we've been awful lucky in the Wichita area when it comes to disasters ",1
any @kjhk dj's out there who can help a sick girl out by covering her 4-6 pm show today? i wouldn't ask if i weren't supersick ,0
@DH_Photography I would avoid Mexico ,1
Finally got around to watching 'Glee' and am now obsessed! ,1
Finally saw Susan Boyle. What a little gem ,1
@karatetentacles awww don't die.  I would cry. Or maybe sigh. That is no lie...yeah I'm done.,0
@travisroberts What would you know about packing? You're making poor Lauren do it all. ,0
"The only truly noble character in the novel, really.  Makes for good drama, but it's like drowning one of my own children.  ",0
@ClareKenting Who's SuBo? Haha. Yea the judges should of thought of that :/ cause I love Greg! ,1
"Come mister tally man, tally me corona... daylight came and now it goes home  need more drinkies! ",0
"@binxski But all five of us are your friends! Haha, you're so weird. ",1
After much drama we are finally in our hotel rooms. No free Internet. ,0
@xthemusic if by &quot;a laugh&quot; you mean &quot;will look piss pore next to Microsoft's awesome conference&quot; then yes it will be ,1
@evanmetz yanno the picture on my myspace with the polka dotted one-piece thing? That's my romper ,0
its only wednesday - and my ass is already draggin'  ... well.. not LITERALLY of course.,0
I cannot wait to see my love @peaceloveandcmt tomorrow!!  Going to bed early so I can hit the road in the AM! night night!,1
sad i didn't know about golden axe playing last night... ,0
I never realised how cute Zack Addy is until I watched Bones ,1
watchin' the new Tonight Show... Go Conan Go! Accross Wrigley ,1
wondering why i havent heard from my friend TP in almost 2 days ,0
"i think fete de la musique is not much exciting anymore. hmm... i wonder why, must be my lens, cant zoom in ",0
"@yveesway oh hi  i'm doing good, and yourself?",1
JENNY'S PLAYING ON THE RADIO. just like old times. ,0
@maenad_au have a good time for me! i'll be eating afghani food for my birfday ,1
"@evanandrews I wish I was doin' something 2nite, yo!  This Saturday night is [mostly] uneventful.",0
"Jeez, I so totally need a Friday. I need sleep, and a basement that isn't partially flooded.  ",0
"Ok, we're almost to $3 again for gas. Not cool. ",0
http://bit.ly/39SOX1 someone?  its only $10 but its going in like 20 mins! :o,1
@PerryBelcher Saint John New Brunswick. I am excited to get out of no mans land...its beautiful here...not many people tho. I love people ,1
decided against going to Kings of Leon tomorrow  two tickets Â£150 if anyone wants them,0
@mj_santos Sorry 2 hear about your experience  ..btw can I personally invite u 2 B featured in my new biz book? You have a great bio!,0
Gooood Mornin'! A great day here in the mountains of East TN..go out and touch some lives today ,1
its just not right when its sunny outside and i have to revise .... will have to catch some rays in the garden ,1
@ThisIsLilWayne that's amazingggg! I WISH I could see LA!!!! ,1
Attempting to fix bed but is too scared to go near my spider infested curtains ,0
@thinbegin Cool   I find myself wondering what the quotes sitting on the desk say.,1
New Moon cast    http://twitpic.com/6fayi,1
@jamestimbrell have a good weekend monkster! ,1
@GeezusHaberdash they played it ,1
@stevivor Just so you know... I'm buying beer ,1
"I'm so tired this morning. Need more sleep, but never mind. Will be an excuse to leave early today ",1
My battery is dying.  i cant tweet as much ...,0
@KristinMorelli Congrats! I love what Bob Doyle has to say..but busy tonight  ,0
is going again... bye...  http://plurk.com/p/12e4x9,0
@grinch87  alright next time we need some serious planning lol,0
Yay. It's hot now. Going to lay outside! ,1
i hate waiting for downloads to finish ,0
"Peanut just made a funny noise, looked at me, then puked everywhere. And immediately began crying. Her first real vomit doesn't bode well ",0
#dontyouhateitwhen people are two faced ,1
"F-secure moves from Advanced to Standard...sad, i am  a F-secure customer ",0
"@theshannonbrand law suits against police stations usually fail miserably, unfortunately ",0
"@thomasisrad Thomas! I didn't know you were a twitter-er. I saw them congratulate you on the Beltway page, haha. Cool ",1
I'm adopting a new philosophy on life. I'm calling it the &quot;Lottie perspective.&quot; No matter what I have a perfect life. ,1
can hit high notes now!!  I am desperate for auditions...,1
In Bed With a Fierce sprained Ankle ,0
I need a nap ,0
"is Jumanji the coolest movie ever? no, but it is amusing. ",1
Up early on a Saturday...headed to a periodontist appointment. *sigh ,0
Getting more information on New Korean Fashion Wear ,1
@byahilo my condolences byahilo.... ,0
"@RonPopeMusic ,Hey i came across your music on youtube, a drop in the ocean is amazing, ,and seven english girls, keep up the brill work ",1
Gotta find the charger for my Logitech bluetooth headphones to test with iPhone 3.0. Oh why didn't Logitech use mini USB? ,0
@chickenofthesea omfkajshfdlsahskja that doesn't sound very promising    ,0
"@hernandezbrian wow, i see how your profile is plain, what song should i listen too  and did you hear what dani said last night?",1
My wallet has gone missing ,0
"@susan_m Actually, I just realized that a follower had sent me a message back when I had initially thought and tweeted it doesn't work! ",1
Watching cry baby ,1
It's my birthday tomorrow ,0
"the hype is over rated lol, I bet you there'll be no line up tomorrow. I have to work between 3-9 PM in Richmond Centre Fido, come visit ",0
"@Cooncatt  I try to be objective! Course, I only review movies that I'm interested in so there will always be a level of fandom in there.",1
Sweating on the train. Must remember to sit on the side NOT in the sun. ,0
pool time with the bestfriend ,1
"Watched some episodes of &quot;Black Books&quot; - never seen it before - I laughed, so did The Dude. ",1
@MariRamos Sunshine in Manila! But I'm still bringing my umbrella along ,1
"Where's all the sun gone? Graphics exam tomorrow, then only 3 exam days left ",1
cant get motivated to walk the dog....too cold and yuk outside   ,0
"@CCArquette um, pretty much excited for this! ",1
@doubtme Indeed! I'll add you when this episode of Star Trek is over ,1
" I did not get to see Beth, Rachel or Ginny today.... I'll see them tomorrow.",0
"@Bill_Oddie Stangely enough, she does have a bell around her neck! ",1
@rtd13 I'm up for it  Thank you for the honor of being nominee for the first 'issue' ;),1
"@Volcompunk Very good, my friend ",1
@badmummy ...and then I heard it run away and slam a door behind it ,0
@PerezHilton ..Hey xOox ,1
reading more reviews just makes me want it more  http://tinyurl.com/ldlzxy,0
wishes her classes would post grades already so she knows whether she failed out of ucla or not. ,0
I feel a lot better!!! All i needed was to sleep and rread 250 pages of maximum ride ,1
Chinese Buffet withh @offiallyannie and our familyyy ,1
"Used Pwnage to upgrade to 3.0 to use my non-iPhone plan AT&amp;T sim. Guess they don't like that, I have phone but no data.  Back to 2.2.1 ",0
@justads  ps: I'm sure Boo will enjoy Atticus's company when he arrives ,1
I cant fall asleep...so i guess no nap  i might bust out the guitar hero though!,0
"I so want to be a part of Windows Clubhouse, but my WL Spaces blog is random, and not the place where I share Windows stuff ",0
"GO BROBEE, GO BROBEE, GO, GO, GO BROBEE! I LIKE TO DANCE!  hahaha so funny... Shower time! Text me!!! ;)",1
"@tommcfly seeing as you guys have your own record company now, ...you should sign 'My Kid Brother'!!! haha mini mcfly  xx",1
@kspidel hey oh! 69!!!! ,1
Comedy Central is now playing Just Shoot Me. Good stuff. ,1
"only one week left, then ill be a longtime together with my girlfriend in ulm  iam so happy",1
@psaico Surprize-surprize  dar F64Studio exista si pe Twitter. DM us for custom requests.,1
@musicxisxlifex I am. ,0
a hour later after eating cheeto puffs and chocolate milk wasn't a good idea. ,0
"An immature post-it wedding and a cliffhanger with two people I don't care about. No, I didn't really like the season finale of Grey's. ",0
"hey tweeps!!! sorry friends, been pretty busy  but i just walked through the door...what shit talkin did i miss??? =D blogtv tonight btw",1
@Live_for_Films I loved that book. So happy they are making a movie. BTW bit.ly not working   I will google the trailer though. TY!,0
@mcraddictal  *hugs*,1
"given up on the maths.            i'll just fail higher, i don't care... ",0
@SongzYuuup wat is the name of ur mixtape with &quot;r u a performer&quot; &amp; &quot;do u kno what la pearla is&quot; i lost all my music and i ? that mixtape ,0
Off to see what all the fuss is about John Barrowman saw him years ago in Anything Goes and can't actually remember him ,0
@opheliatudeaux If you earned under the threshold it will be paid automatically the same way as your 2007-08 tax return was. ,1
Just Paid My Phone Bill..&amp; Bout To Pay On The Monthly Tuition Fund. Feeling A Little Better Knowing I Have Those Out The Way  Whats Good?,1
is having a hard time functioning this morning  but promises to pull it together for tonight!!!!,0
HOW Could i forget how freakin AMAZING 'No Transitory' is?! Download it rightnow!! Aaahhh my ears are happy ,1
I have decided not to rush home . Im gona injoy this beautull night  im gona get a talken to of my grandpernt when i get home &gt;.&lt;,1
"@yougotmichelle I am too, she got our tix on Sunday, and we are on the left side of the stage like 20 rows back. ",1
damn mum just told be i have to go sing at church on sunda  and that i have to go to a practice this arvie :'( HELP!!! i am so over church,0
"Dosent know what to do, and she wont txt me back ",0
u dont know how much it hurts ,0
Another sunny day has come and gone away - itÂ´s going to rain ,0
"What a great morning. cool weather, coffee, and listening to the birds. RELAXING after a attending great wedding yesterday.   ",1
but I'm broke ,0
"@dirtysouth909 Sounds great man, loving your Sessions Six mix ",1
txt me pls. ,0
enjoyed her jam on toast this morning ,1
going to listen to &quot;The Host&quot; and do laundry... books on tape are great! ,1
Why doesn't the internet work?!  This is frustrating as hell. ,0
"I fancy going somewhere when my exams are finished. Like, a day trip to somewhere. Skegness? ",1
Ah so that's why Youtube has been down. I never thought changing some of the fonts around on it would be that  hard ,0
@mysterious_man no la. just short. ,1
has obviously not been open eyed...boo. ,0
Reminiscing and looking at old pictures. I miss the Mafia. ,0
I'm about to be the same way in an hour  @liciafe,0
@mollykatherine_ I did one school ED. Didn't get in  But it was good preparation for the rest of 'em. I think I applied to maybe 15 total,0
@ItzRissaBaby I was playing basktball with my boyz from 8 - 11 got home at 11:40 and got paged by my job and i was up until 2 AM ,0
"@dannywood Oh, that's great. Heard some of your solo stuff and I like it. Unfortunately I can't find your CD's anywhere over here... ",0
Video: My all time favorite Taylor video and song  http://tumblr.com/x3z1z5dh1,1
Just woke up...wonder if the cat's been foudn yet? She went walkabout...going to have a biiiiiiiggggg bath  nice looking weather today!,1
@paul_steele Just let me know what you want. ,1
At campton place for dine about town with my friends. Really happy that they drove up from palo alto to spend friday night with me ,1
"@aIegna blood, i forgot what i said i was gonna put. but good luck on your piercing though ",1
"@JenJoyner: There's nothing in the world that mommy's kiss, a little soap, and a Snoopy band-aid can't cure  I know!#mmwanted",1
@juliest don't worry- wasn't planning on giving out spoilers.  ,1
@eponymouscom hope its in the fridge at yours as you won't be able to get that down the local garage at this time of night ,1
bout 2 go 2 sleep since sum or bein stingy on callin me and reading me a bedtiome story  oops i change my number ne way.lmao,0
i lost 2 followers...what did i do wrong?? ,0
Noodles finally! it ain't spicy.. but what the heck. ,1
tea&lt;3 jessica mcmahon you have not lived until you have had one of my cuppa teas ,1
@henryandfriends I had lots of fun at the party and I do be alright (maybe I swell a bit sweet  I am so happpiii for all the votes!,1
Off to Fitness First market st Sydney to see one of my awesome trainers   its time to cut the fat,1
@TYBANDIT mornin sunshyne ,0
i ran out of friggen tissues  crying sucks!!!!!!! :p,0
"@violetbakes  Yes, me too, don't think I'd want a loved one on my finger, or round my neck however pretty they looked ",0
@TheBellaShow fade'D ant NOT feel'N X-Rate'D..? smh...sorry mama. but you know if i was there #ucouldgetit ,1
"@uptick as a home bus in Brisbane starting 2 feel the recesion, but flying to USA on Fri on cheap seats - take advantage where u can ",1
@chicken_cookie  hope it sorts itself out,0
Ubertwitter still not updating on the bb ,0
Djing slow nights is not fun ,0
"crap , hi all ",1
@lfriedman may be.. may be not  http://cigars.about.com/od/legalhealthissues/a/cigarmedicine.htm,1
"Dang, I need to check my Flickr activity thing more often... ",0
loves summer break and the fact that i don't have to be at work until 3:30 so i can sleep in til 10 ,1
@mojotampa Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip ,1
@FrankieVizzle  comando right now...and it feels amazing...tell cedes i bet LMFAO likes it too ,1
@lillian_taylor me too! I have the iPhone 3G and I'm jelious. ,0
At work ,0
@nicksantino happy birthday michelle ,1
so...is anyone in SoCal going to the IAMX show next Friday at the El Rey? im going to need a ride ,0
@ShanonXOXO Thank you&lt;3 I really appreciate it!! ,1
OMG  the saddest thing just happened! so most people might think its realy wierd but i think its soooooo sweet! anyone that knows me.....,0
@MrGQ Am I not allowed to stalk you? ,0
Guess I am staying in  but I will stay out of trouble this way!,0
"@LisaMurray Thats good news lisa! My dad had a stroke a long time ago, and he recovered swiftly as well. It's good to hear ",1
@rosieeejones ohhh  thats terrible + me too me tooo im like JUST TELL US.,0
@conversationage Change Agent: People who understand the process of transformation and develop plans to guide org's in new directions ,1
@carguev Top event of the night was when K. Stew dropping her popcorn. LOL! ,1
@JonRowe An amp and some speakers from Richer Sounds. I think it was the offer you mentioned but I upgraded the speakers ,1
Just got in the house bout 2 get in the shower. Was going back out but my ankle swollen ,0
Just snapped my chopstick in half ,0
